ONGLET,REF,MARQUE,NOM,VERSION,CLASSE,KV,POIDS,H STATOR,D STATOR,H MOTEUR,D MOTEUR,D SHAFT,L SHAFT,TYPE SHAFT,VIS HEL,VIS FIX,ENTRAXE FIX,LIPO,VOLTAGE,L CABLE,TYPE CABLE,HELICE,PUISSANCE,AMP,AIMANT,CLOCHE,CONFIG,LIEN,IMG
T-MOTOR,T-Mo--320,T-Motor,,,,320,,,,246,,,,,,,,,,,,,,,1200,,,,
T-MOTOR,T-Mo--320,T-Motor,,,,320,,,,316,,,,,,,,,,,,,,,1400,,,,
T-MOTOR,T-Mo--330,T-Motor,,,,330,,,,149,,,,,,,,,,,,,,,750,,,,
T-MOTOR,T-Mo--330,T-Motor,,,,330,,,,149,,,,,,,,,,,,,,,750,,,,
T-MOTOR,T-Mo--340,T-Motor,,,,340,,,,135,,,,,,,,,,,,,,,760,,,,
T-MOTOR,T-Mo--340,T-Motor,,,,340,,,,132,,,,,,,,,,,,,,,660,,,,
T-MOTOR,T-Mo--340,T-Motor,,,,340,,,,152,,,,,,,,,,,,,,,700,,,,
T-MOTOR,T-Mo--340,T-Motor,,,,340,,,,212,,,,,,,,,,,,,,,910,,,,
T-MOTOR,T-Mo--340,T-Motor,,,,340,,,,135,,,,,,,,,,,,,,,760,,,,
T-MOTOR,T-Mo--340,T-Motor,,,,340,,,,145,,,,,,,,,,,,,,,850,,,,
T-MOTOR,T-Mo--340,T-Motor,,,,340,,,,205,,,,,,,,,,,,,,,840,,,,
T-MOTOR,T-Mo--340,T-Motor,,,,340,,,,379,,,,,,,,,,,,,,,1550,,,,
T-MOTOR,T-Mo--360,T-Motor,,,,360,,,,97,,,,,,,,,,,,,,,330,,,,
T-MOTOR,T-Mo--360,T-Motor,,,,360,,,,97,,,,,,,,,,,,,,,330,,,,
T-MOTOR,T-Mo--360,T-Motor,,,,360,,,,170,,,,,,,,,,,,,,,1000,,,,
T-MOTOR,T-Mo--370,T-Motor,,,,370,,,,112,,,,,,,,,,,,,,,450,,,,
T-MOTOR,T-Mo--380,T-Motor,,,,380,,,,66,,,,,,,,,,,,,,,380,,,,
T-MOTOR,T-Mo--380,T-Motor,,,,380,,,,465,,,,,,,,,,,,,,,2200,,,,
T-MOTOR,T-Mo--380,T-Motor,,,,380,,,,465,,,,,,,,,,,,,,,2200,,,,
T-MOTOR,T-Mo--380,T-Motor,,,,380,,,,82,,,,,,,,,,,,,,,310,,,,
T-MOTOR,T-Mo--380,T-Motor,,,,380,,,,82,,,,,,,,,,,,,,,310,,,,
T-MOTOR,T-Mo--380,T-Motor,,,,380,,,,225,,,,,,,,,,,,,,,1200,,,,
T-MOTOR,T-Mo--380,T-Motor,,,,380,,,,187,,,,,,,,,,,,,,,428,,,,
T-MOTOR,T-Mo--380,T-Motor,,,,380,,,,108,,,,,,,,,,,,,,,370,,,,
T-MOTOR,T-Mo--400,T-Motor,,,,400,,,,52,,,,,,,,,,,,,,,300,,,,
T-MOTOR,T-Mo--400,T-Motor,,,,400,,,,132,,,,,,,,,,,,,,,800,,,,
T-MOTOR,T-Mo--400,T-Motor,,,,400,,,,46,,,,,,,,,,,,,,,185,,,,
T-MOTOR,T-Mo--400,T-Motor,,,,400,,,,183,,,,,,,,,,,,,,,900,,,,
T-MOTOR,T-Mo--400,T-Motor,,,,400,,,,192,,,,,,,,,,,,,,,1140,,,,
T-MOTOR,T-Mo--400,T-Motor,,,,400,,,,132,,,,,,,,,,,,,,,750,,,,
T-MOTOR,T-Mo--400,T-Motor,,,,400,,,,149,,,,,,,,,,,,,,,900,,,,
T-MOTOR,T-Mo--400,T-Motor,,,,400,,,,152,,,,,,,,,,,,,,,770,,,,
T-MOTOR,T-Mo--400,T-Motor,,,,400,,,,253,,,,,,,,,,,,,,,1050,,,,
T-MOTOR,T-Mo--400,T-Motor,,,,400,,,,132,,,,,,,,,,,,,,,800,,,,
T-MOTOR,T-Mo--400,T-Motor,,,,400,,,,121,,,,,,,,,,,,,,,400,,,,
T-MOTOR,T-Mo--400,T-Motor,,,,400,,,,188,,,,,,,,,,,,,,,900,,,,
T-MOTOR,T-Mo--400,T-Motor,,,,400,,,,188,,,,,,,,,,,,,,,610,,,,
T-MOTOR,T-Mo--400,T-Motor,,,,400,,,,188,,,,,,,,,,,,,,,1140,,,,
T-MOTOR,T-Mo--400,T-Motor,,,,400,,,,156,,,,,,,,,,,,,,,850,,,,
T-MOTOR,T-Mo--420,T-Motor,,,,420,,,,172,,,,,,,,,,,,,,,1210,,,,
T-MOTOR,T-Mo--420,T-Motor,,,,420,,,,205,,,,,,,,,,,,,,,940,,,,
T-MOTOR,T-Mo--420,T-Motor,,,,420,,,,255,,,,,,,,,,,,,,,1180,,,,
T-MOTOR,T-Mo--420,T-Motor,,,,420,,,,255,,,,,,,,,,,,,,,1180,,,,
T-MOTOR,T-Mo--450,T-Motor,,,,450,,,,106,,,,,,,,,,,,,,,650,,,,
T-MOTOR,T-Mo--450,T-Motor,,,,450,,,,408,,,,,,,,,,,,,,,1800,,,,
T-MOTOR,T-Mo--450,T-Motor,,,,450,,,,212,,,,,,,,,,,,,,,1210,,,,
T-MOTOR,T-Mo--450,T-Motor,,,,450,,,,106,,,,,,,,,,,,,,,650,,,,
T-MOTOR,T-Mo--465,T-Motor,,,,465,,,,253,,,,,,,,,,,,,,,1200,,,,
T-MOTOR,T-Mo--470,T-Motor,,,,470,,,,80,,,,,,,,,,,,,,,330,,,,
T-MOTOR,T-Mo--470,T-Motor,,,,470,,,,80,,,,,,,,,,,,,,,330,,,,
T-MOTOR,T-Mo--475,T-Motor,,,,475,,,,112,,,,,,,,,,,,,,,540,,,,
T-MOTOR,T-Mo--480,T-Motor,,,,480,,,,416,,,,,,,,,,,,,,,2700,,,,
T-MOTOR,T-Mo--480,T-Motor,,,,480,,,,132,,,,,,,,,,,,,,,870,,,,
T-MOTOR,T-Mo--490,T-Motor,,,,490,,,,258,,,,,,,,,,,,,,,1300,,,,
T-MOTOR,T-Mo--490,T-Motor,,,,490,,,,258,,,,,,,,,,,,,,,1300,,,,
T-MOTOR,T-Mo--500,T-Motor,,,,500,,,,305,,,,,,,,,,,,,,,1700,,,,
T-MOTOR,T-Mo--510,T-Motor,,,,510,,,,404,,,,,,,,,,,,,,,4000,,,,
T-MOTOR,T-Mo--510,T-Motor,,,,510,,,,450,,,,,,,,,,,,,,,3360,,,,
T-MOTOR,T-Mo--520,T-Motor,,,,520,,,,416,,,,,,,,,,,,,,,3200,,,,
T-MOTOR,T-Mo--525,T-Motor,,,,525,,,,360,,,,,,,,,,,,,,,1700,,,,
T-MOTOR,T-Mo--530,T-Motor,,,,530,,,,450,,,,,,,,,,,,,,,3440,,,,
T-MOTOR,T-Mo--540,T-Motor,,,,540,,,,355,,,,,,,,,,,,,,,2000,,,,
T-MOTOR,T-Mo--545,T-Motor,,,,545,,,,420,,,,,,,,,,,,,,,2400,,,,
T-MOTOR,T-Mo--550,T-Motor,,,,550,,,,169,,,,,,,,,,,,,,,880,,,,
T-MOTOR,T-Mo--550,T-Motor,,,,550,,,,220,,,,,,,,,,,,,,,1100,,,,
T-MOTOR,T-Mo--550,T-Motor,,,,550,,,,286,,,,,,,,,,,,,,,2100,,,,
T-MOTOR,T-Mo--550,T-Motor,,,,550,,,,187,,,,,,,,,,,,,,,700,,,,
T-MOTOR,T-Mo--555,T-Motor,,,,555,,,,360,,,,,,,,,,,,,,,1700,,,,
T-MOTOR,T-Mo--560,T-Motor,,,,560,,,,300,,,,,,,,,,,,,,,1800,,,,
T-MOTOR,T-Mo--560,T-Motor,,,,560,,,,450,,,,,,,,,,,,,,,4000,,,,
T-MOTOR,T-Mo--570,T-Motor,,,,570,,,,289,,,,,,,,,,,,,,,1800,,,,
T-MOTOR,T-Mo--580,T-Motor,,,,580,,,,298,,,,,,,,,,,,,,,1400,,,,
T-MOTOR,T-Mo--580,T-Motor,,,,580,,,,82,,,,,,,,,,,,,,,400,,,,
T-MOTOR,T-Mo--580,T-Motor,,,,580,,,,82,,,,,,,,,,,,,,,400,,,,
T-MOTOR,T-Mo--580,T-Motor,,,,580,,,,112,,,,,,,,,,,,,,,580,,,,
T-MOTOR,T-Mo--600,T-Motor,,,,600,,,,145,,,,,,,,,,,,,,,960,,,,
T-MOTOR,T-Mo--600,T-Motor,,,,600,,,,108,,,,,,,,,,,,,,,450,,,,
T-MOTOR,T-Mo--630,T-Motor,,,,630,,,,97,,,,,,,,,,,,,,,495,,,,
T-MOTOR,T-Mo--630,T-Motor,,,,630,,,,97,,,,,,,,,,,,,,,495,,,,
T-MOTOR,T-Mo--635,T-Motor,,,,635,,,,420,,,,,,,,,,,,,,,2000,,,,
T-MOTOR,T-Mo--650,T-Motor,,,,650,,,,145,,,,,,,,,,,,,,,1150,,,,
T-MOTOR,T-Mo--650,T-Motor,,,,650,,,,46,,,,,,,,,,,,,,,215,,,,
T-MOTOR,T-Mo--650,T-Motor,,,,650,,,,361,,,,,,,,,,,,,,,2850,,,,
T-MOTOR,T-Mo--650,T-Motor,,,,650,,,,70,,,,,,,,,,,,,,,260,,,,
T-MOTOR,T-Mo--650,T-Motor,,,,650,,,,70,,,,,,,,,,,,,,,200,,,,
T-MOTOR,T-Mo--650,T-Motor,,,,650,,,,188,,,,,,,,,,,,,,,650,,,,
T-MOTOR,T-Mo--700,T-Motor,,,,700,,,,289,,,,,,,,,,,,,,,1900,,,,
T-MOTOR,T-Mo--700,T-Motor,,,,700,,,,80,,,,,,,,,,,,,,,470,,,,
T-MOTOR,T-Mo--700,T-Motor,,,,700,,,,80,,,,,,,,,,,,,,,470,,,,
T-MOTOR,T-Mo--700,T-Motor,,,,700,,,,82,,,,,,,,,,,,,,,510,,,,
T-MOTOR,T-Mo--700,T-Motor,,,,700,,,,82,,,,,,,,,,,,,,,510,,,,
T-MOTOR,T-Mo--700,T-Motor,,,,700,,,,97,,,,,,,,,,,,,,,555,,,,
T-MOTOR,T-Mo--700,T-Motor,,,,700,,,,97,,,,,,,,,,,,,,,555,,,,
T-MOTOR,T-Mo--700,T-Motor,,,,700,,,,97,,,,,,,,,,,,,,,500,,,,
T-MOTOR,T-Mo--710,T-Motor,,,,710,,,,125,,,,,,,,,,,,,,,200,,,,
T-MOTOR,T-Mo--710,T-Motor,,,,710,,,,120,,,,,,,,,,,,,,,440,,,,
T-MOTOR,T-Mo--710,T-Motor,,,,710,,,,120,,,,,,,,,,,,,,,440,,,,
T-MOTOR,T-Mo--720,T-Motor,,,,720,,,,220,,,,,,,,,,,,,,,1100,,,,
T-MOTOR,T-Mo--730,T-Motor,,,,730,,,,206,,,,,,,,,,,,,,,1200,,,,
T-MOTOR,T-Mo--740,T-Motor,,,,740,,,,92,,,,,,,,,,,,,,,500,,,,
T-MOTOR,T-Mo--740,T-Motor,,,,740,,,,92,,,,,,,,,,,,,,,250,,,,
T-MOTOR,T-Mo--750,T-Motor,,,,750,,,,55,,,,,,,,,,,,,,,120,,,,
T-MOTOR,T-Mo--760,T-Motor,,,,760,,,,187,,,,,,,,,,,,,,,700,,,,
T-MOTOR,T-Mo--770,T-Motor,,,,770,,,,120,,,,,,,,,,,,,,,500,,,,
T-MOTOR,T-Mo--780,T-Motor,,,,780,,,,54,,,,,,,,,,,,,,,200,,,,
T-MOTOR,T-Mo--780,T-Motor,,,,780,,,,80,,,,,,,,,,,,,,,470,,,,
T-MOTOR,T-Mo--780,T-Motor,,,,780,,,,80,,,,,,,,,,,,,,,470,,,,
T-MOTOR,T-Mo--800,T-Motor,,,,800,,,,75,,,,,,,,,,,,,,,180,,,,
T-MOTOR,T-Mo--800,T-Motor,,,,800,,,,75,,,,,,,,,,,,,,,180,,,,
T-MOTOR,T-Mo--800,T-Motor,,,,800,,,,75,,,,,,,,,,,,,,,260,,,,
T-MOTOR,T-Mo--800,T-Motor,,,,800,,,,75,,,,,,,,,,,,,,,260,,,,
T-MOTOR,T-Mo--830,T-Motor,,,,830,,,,132,,,,,,,,,,,,,,,800,,,,
T-MOTOR,T-Mo--830,T-Motor,,,,830,,,,132,,,,,,,,,,,,,,,480,,,,
T-MOTOR,T-Mo--830,T-Motor,,,,830,,,,132,,,,,,,,,,,,,,,668,,,,
T-MOTOR,T-Mo--830,T-Motor,,,,830,,,,132,,,,,,,,,,,,,,,480,,,,
T-MOTOR,T-Mo--830,T-Motor,,,,830,,,,131,,,,,,,,,,,,,,,1110,,,,
T-MOTOR,T-Mo--850,T-Motor,,,,850,,,,220,,,,,,,,,,,,,,,1100,,,,
T-MOTOR,T-Mo--870,T-Motor,,,,870,,,,167,,,,,,,,,,,,,,,1000,,,,
T-MOTOR,T-Mo--880,T-Motor,,,,880,,,,65,,,,,,,,,,,,,,,260,,,,
T-MOTOR,T-Mo--880,T-Motor,,,,880,,,,64,,,,,,,,,,,,,,,275,,,,
T-MOTOR,T-Mo--880,T-Motor,,,,880,,,,103,,,,,,,,,,,,,,,370,,,,
T-MOTOR,T-Mo--880,T-Motor,,,,880,,,,81,,,,,,,,,,,,,,,394,,,,
T-MOTOR,T-Mo--880,T-Motor,,,,880,,,,144,,,,,,,,,,,,,,,626,,,,
T-MOTOR,T-Mo--880,T-Motor,,,,880,,,,80,,,,,,,,,,,,,,,350,,,,
T-MOTOR,T-Mo--880,T-Motor,,,,880,,,,141,,,,,,,,,,,,,,,700,,,,
T-MOTOR,T-Mo--880,T-Motor,,,,880,,,,207,,,,,,,,,,,,,,,1300,,,,
T-MOTOR,T-Mo--900,T-Motor,,,,900,,,,145,,,,,,,,,,,,,,,800,,,,
T-MOTOR,T-Mo--900,T-Motor,,,,900,,,,110,,,,,,,,,,,,,,,553,,,,
T-MOTOR,T-Mo--900,T-Motor,,,,900,,,,108,,,,,,,,,,,,,,,650,,,,
T-MOTOR,T-Mo--900,T-Motor,,,,900,,,,175,,,,,,,,,,,,,,,820,,,,
T-MOTOR,T-Mo--900,T-Motor,,,,900,,,,75,,,,,,,,,,,,,,,200,,,,
T-MOTOR,T-Mo--900,T-Motor,,,,900,,,,75,,,,,,,,,,,,,,,210,,,,
T-MOTOR,T-Mo--900,T-Motor,,,,900,,,,75,,,,,,,,,,,,,,,210,,,,
T-MOTOR,T-Mo--900,T-Motor,,,,900,,,,75,,,,,,,,,,,,,,,280,,,,
T-MOTOR,T-Mo--900,T-Motor,,,,900,,,,75,,,,,,,,,,,,,,,280,,,,
T-MOTOR,T-Mo--920,T-Motor,,,,920,,,,54,,,,,,,,,,,,,,,230,,,,
T-MOTOR,T-Mo--920,T-Motor,,,,920,,,,57,,,,,,,,,,,,,,,250,,,,
T-MOTOR,T-Mo--920,T-Motor,,,,920,,,,125,,,,,,,,,,,,,,,460,,,,
T-MOTOR,T-Mo--920,T-Motor,,,,920,,,,54,,,,,,,,,,,,,,,220,,,,
T-MOTOR,T-Mo--925,T-Motor,,,,925,,,,77,,,,,,,,,,,,,,,1235,,,,
T-MOTOR,T-Mo--950,T-Motor,,,,950,,,,94,,,,,,,,,,,,,,,450,,,,
T-MOTOR,T-Mo--980,T-Motor,,,,980,,,,57,,,,,,,,,,,,,,,165,,,,
T-MOTOR,T-Mo--980,T-Motor,,,,980,,,,55,,,,,,,,,,,,,,,230,,,,
T-MOTOR,T-Mo--1000,T-Motor,,,,1000,,,,95,,,,,,,,,,,,,,,350,,,,
T-MOTOR,T-Mo--1000,T-Motor,,,,1000,,,,103,,,,,,,,,,,,,,,700,,,,
T-MOTOR,T-Mo--1000,T-Motor,,,,1000,,,,103,,,,,,,,,,,,,,,370,,,,
T-MOTOR,T-Mo--1000,T-Motor,,,,1000,,,,100,,,,,,,,,,,,,,,610,,,,
T-MOTOR,T-Mo--1050,T-Motor,,,,1050,,,,112,,,,,,,,,,,,,,,718,,,,
T-MOTOR,T-Mo--1050,T-Motor,,,,1050,,,,144,,,,,,,,,,,,,,,963,,,,
T-MOTOR,T-Mo--1050,T-Motor,,,,1050,,,,108,,,,,,,,,,,,,,,700,,,,
T-MOTOR,T-Mo--1050,T-Motor,,,,1050,,,,141,,,,,,,,,,,,,,,900,,,,
T-MOTOR,T-Mo--1100,T-Motor,,,,1100,,,,175,,,,,,,,,,,,,,,1100,,,,
T-MOTOR,T-Mo--1100,T-Motor,,,,1100,,,,67,,,,,,,,,,,,,,,1175,,,,
T-MOTOR,T-Mo--1100,T-Motor,,,,1100,,,,45.5,,,,,,,,,,,,,,,110,,,,
T-MOTOR,T-Mo--1100,T-Motor,,,,1100,,,,75,,,,,,,,,,,,,,,250,,,,
T-MOTOR,T-Mo--1100,T-Motor,,,,1100,,,,45,,,,,,,,,,,,,,,180,,,,
T-MOTOR,T-Mo--1100,T-Motor,,,,1100,,,,45,,,,,,,,,,,,,,,110,,,,
T-MOTOR,T-Mo--1100,T-Motor,,,,1100,,,,45,,,,,,,,,,,,,,,110,,,,
T-MOTOR,T-Mo--1100,T-Motor,,,,1100,,,,55,,,,,,,,,,,,,,,250,,,,
T-MOTOR,T-Mo--1100,T-Motor,,,,1100,,,,75,,,,,,,,,,,,,,,380,,,,
T-MOTOR,T-Mo--1150,T-Motor,,,,1150,,,,63,,,,,,,,,,,,,,,357,,,,
T-MOTOR,T-Mo--1150,T-Motor,,,,1150,,,,60,,,,,,,,,,,,,,,350,,,,
T-MOTOR,T-Mo--1155,T-Motor,,,,1155,,,,77,,,,,,,,,,,,,,,1320,,,,
T-MOTOR,T-Mo--1200,T-Motor,,,,1200,,,,112,,,,,,,,,,,,,,,885,,,,
T-MOTOR,T-Mo--1200,T-Motor,,,,1200,,,,108,,,,,,,,,,,,,,,800,,,,
T-MOTOR,T-Mo--1200,T-Motor,,,,1200,,,,30,,,,,,,,,,,,,,,110,,,,
T-MOTOR,T-Mo--1250,T-Motor,,,,1250,,,,49,,,,,,,,,,,,,,,190,,,,
T-MOTOR,T-Mo--1250,T-Motor,,,,1250,,,,81,,,,,,,,,,,,,,,596,,,,
T-MOTOR,T-Mo--1250,T-Motor,,,,1250,,,,136,,,,,,,,,,,,,,,1092,,,,
T-MOTOR,T-Mo--1250,T-Motor,,,,1250,,,,68,,,,,,,,,,,,,,,450,,,,
T-MOTOR,T-Mo--1250,T-Motor,,,,1250,,,,68,,,,,,,,,,,,,,,260,,,,
T-MOTOR,T-Mo--1250,T-Motor,,,,1250,,,,80,,,,,,,,,,,,,,,550,,,,
T-MOTOR,T-Mo--1250,T-Motor,,,,1250,,,,94,,,,,,,,,,,,,,,700,,,,
T-MOTOR,T-Mo--1250,T-Motor,,,,1250,,,,141,,,,,,,,,,,,,,,1000,,,,
T-MOTOR,T-Mo--1250,T-Motor,,,,1250,,,,70,,,,,,,,,,,,,,,444,,,,
T-MOTOR,T-Mo--1260,T-Motor,,,,1260,,,,38,,,,,,,,,,,,,,,135,,,,
T-MOTOR,T-Mo--1300,T-Motor,,,,1300,,,,47,,,,,,,,,,,,,,,1050,,,,
T-MOTOR,T-Mo--1300,T-Motor,,,,1300,,,,52,,,,,,,,,,,,,,,222,,,,
T-MOTOR,T-Mo--1350,T-Motor,,,,1350,,,,67,,,,,,,,,,,,,,,1235,,,,
T-MOTOR,T-Mo--1370,T-Motor,,,,1370,,,,40,,,,,,,,,,,,,,,199,,,,
T-MOTOR,T-Mo--1400,T-Motor,,,,1400,,,,63,,,,,,,,,,,,,,,334,,,,
T-MOTOR,T-Mo--1400,T-Motor,,,,1400,,,,81,,,,,,,,,,,,,,,712,,,,
T-MOTOR,T-Mo--1400,T-Motor,,,,1400,,,,60,,,,,,,,,,,,,,,320,,,,
T-MOTOR,T-Mo--1400,T-Motor,,,,1400,,,,80,,,,,,,,,,,,,,,700,,,,
T-MOTOR,T-Mo--1400,T-Motor,,,,1400,,,,18,,,,,,,,,,,,,,,96,,,,
T-MOTOR,T-Mo--1400,T-Motor,,,,1400,,,,23,,,,,,,,,,,,,,,88,,,,
T-MOTOR,T-Mo--1450,T-Motor,,,,1450,,,,2023-06-18 00:00:00,,,,,,,,,,,,,,,175,,,,
T-MOTOR,T-Mo--1450,T-Motor,,,,1450,,,,49,,,,,,,,,,,,,,,275,,,,
T-MOTOR,T-Mo--1450,T-Motor,,,,1450,,,,48,,,,,,,,,,,,,,,250,,,,
T-MOTOR,T-Mo--1500,T-Motor,,,,1500,,,,2023-01-10 00:00:00,,,,,,,,,,,,,,,68,,,,
T-MOTOR,T-Mo--1500,T-Motor,,,,1500,,,,2023-03-22 00:00:00,,,,,,,,,,,,,,,195,,,,
T-MOTOR,T-Mo--1500,T-Motor,,,,1500,,,,17,,,,,,,,,,,,,,,108,,,,
T-MOTOR,T-Mo--1500,T-Motor,,,,1500,,,,20,,,,,,,,,,,,,,,72,,,,
T-MOTOR,T-Mo--1500,T-Motor,,,,1500,,,,29,,,,,,,,,,,,,,,170,,,,
T-MOTOR,T-Mo--1500,T-Motor,,,,1500,,,,25,,,,,,,,,,,,,,,120,,,,
T-MOTOR,T-Mo--1500,T-Motor,,,,1500,,,,25,,,,,,,,,,,,,,,200,,,,
T-MOTOR,T-Mo--1500,T-Motor,,,,1500,,,,18,,,,,,,,,,,,,,,100,,,,
T-MOTOR,T-Mo--1500,T-Motor,,,,1500,,,,20,,,,,,,,,,,,,,,110,,,,
T-MOTOR,T-Mo--1500,T-Motor,,,,1500,,,,28,,,,,,,,,,,,,,,170,,,,
T-MOTOR,T-Mo--1500,T-Motor,,,,1500,,,,18,,,,,,,,,,,,,,,462,,,,
T-MOTOR,T-Mo--1500,T-Motor,,,,1500,,,,47,,,,,,,,,,,,,,,1085,,,,
T-MOTOR,T-Mo--1600,T-Motor,,,,1600,,,,28,,,,,,,,,,,,,,,872,,,,
T-MOTOR,T-Mo--1700,T-Motor,,,,1700,,,,17,,,,,,,,,,,,,,,503,,,,
T-MOTOR,T-Mo--1700,T-Motor,,,,1700,,,,177,,,,,,,,,,,,,,,1150,,,,
T-MOTOR,T-Mo--1700,T-Motor,,,,1700,,,,19,,,,,,,,,,,,,,,133,,,,
T-MOTOR,T-Mo--1750,T-Motor,,,,1750,,,,2023-06-18 00:00:00,,,,,,,,,,,,,,,185,,,,
T-MOTOR,T-Mo--1750,T-Motor,,,,1750,,,,28,,,,,,,,,,,,,,,857,,,,
T-MOTOR,T-Mo--1750,T-Motor,,,,1750,,,,35,,,,,,,,,,,,,,,890,,,,
T-MOTOR,T-Mo--1750,T-Motor,,,,1750,,,,35,,,,,,,,,,,,,,,950,,,,
T-MOTOR,T-Mo--1750,T-Motor,,,,1750,,,,33,,,,,,,,,,,,,,,940,,,,
T-MOTOR,T-Mo--1750,T-Motor,,,,1750,,,,34,,,,,,,,,,,,,,,794,,,,
T-MOTOR,T-Mo--1750,T-Motor,,,,1750,,,,35,,,,,,,,,,,,,,,794,,,,
T-MOTOR,T-Mo--1750,T-Motor,,,,1750,,,,37,,,,,,,,,,,,,,,776,,,,
T-MOTOR,T-Mo--1750,T-Motor,,,,1750,,,,38,,,,,,,,,,,,,,,796,,,,
T-MOTOR,T-Mo--1750,T-Motor,,,,1750,,,,37,,,,,,,,,,,,,,,805,,,,
T-MOTOR,T-Mo--1800,T-Motor,,,,1800,,,,17,,,,,,,,,,,,,,,67,,,,
T-MOTOR,T-Mo--1800,T-Motor,,,,1800,,,,20,,,,,,,,,,,,,,,168,,,,
T-MOTOR,T-Mo--1800,T-Motor,,,,1800,,,,20,,,,,,,,,,,,,,,120,,,,
T-MOTOR,T-Mo--1800,T-Motor,,,,1800,,,,18,,,,,,,,,,,,,,,70,,,,
T-MOTOR,T-Mo--1800,T-Motor,,,,1800,,,,20,,,,,,,,,,,,,,,110,,,,
T-MOTOR,T-Mo--1850,T-Motor,,,,1850,,,,2023-05-22 00:00:00,,,,,,,,,,,,,,,180,,,,
T-MOTOR,T-Mo--1850,T-Motor,,,,1850,,,,20,,,,,,,,,,,,,,,120,,,,
T-MOTOR,T-Mo--1850,T-Motor,,,,1850,,,,32,,,,,,,,,,,,,,,1220,,,,
T-MOTOR,T-Mo--1900,T-Motor,,,,1900,,,,2023-01-10 00:00:00,,,,,,,,,,,,,,,68,,,,
T-MOTOR,T-Mo--1900,T-Motor,,,,1900,,,,29,,,,,,,,,,,,,,,157,,,,
T-MOTOR,T-Mo--1900,T-Motor,,,,1900,,,,28,,,,,,,,,,,,,,,140,,,,
T-MOTOR,T-Mo--1900,T-Motor,,,,1900,,,,38,,,,,,,,,,,,,,,360,,,,
T-MOTOR,T-Mo--1900,T-Motor,,,,1900,,,,35,,,,,,,,,,,,,,,1010,,,,
T-MOTOR,T-Mo--1900,T-Motor,,,,1900,,,,40,,,,,,,,,,,,,,,1120,,,,
T-MOTOR,T-Mo--1900,T-Motor,,,,1900,,,,40,,,,,,,,,,,,,,,1120,,,,
T-MOTOR,T-Mo--1900,T-Motor,,,,1900,,,,40,,,,,,,,,,,,,,,1000,,,,
T-MOTOR,T-Mo--1900,T-Motor,,,,1900,,,,23,,,,,,,,,,,,,,,155,,,,
T-MOTOR,T-Mo--1900,T-Motor,,,,1900,,,,22,,,,,,,,,,,,,,,88,,,,
T-MOTOR,T-Mo--1950,T-Motor,,,,1950,,,,31,,,,,,,,,,,,,,,1010,,,,
T-MOTOR,T-Mo--1950,T-Motor,,,,1950,,,,33,,,,,,,,,,,,,,,1190,,,,
T-MOTOR,T-Mo--1950,T-Motor,,,,1950,,,,34,,,,,,,,,,,,,,,878,,,,
T-MOTOR,T-Mo--1950,T-Motor,,,,1950,,,,35,,,,,,,,,,,,,,,873,,,,
T-MOTOR,T-Mo--1950,T-Motor,,,,1950,,,,37,,,,,,,,,,,,,,,996,,,,
T-MOTOR,T-Mo--1950,T-Motor,,,,1950,,,,38,,,,,,,,,,,,,,,980,,,,
T-MOTOR,T-Mo--1950,T-Motor,,,,1950,,,,32,,,,,,,,,,,,,,,850,,,,
T-MOTOR,T-Mo--1950,T-Motor,,,,1950,,,,29,,,,,,,,,,,,,,,949,,,,
T-MOTOR,T-Mo--1950,T-Motor,,,,1950,,,,34,,,,,,,,,,,,,,,902,,,,
T-MOTOR,T-Mo--1950,T-Motor,,,,1950,,,,35,,,,,,,,,,,,,,,1051,,,,
T-MOTOR,T-Mo--1950,T-Motor,,,,1950,,,,37,,,,,,,,,,,,,,,963,,,,
T-MOTOR,T-Mo--1950,T-Motor,,,,1950,,,,39,,,,,,,,,,,,,,,863,,,,
T-MOTOR,T-Mo--2000,T-Motor,,,,2000,,,,27,,,,,,,,,,,,,,,195,,,,
T-MOTOR,T-Mo--2000,T-Motor,,,,2000,,,,116,,,,,,,,,,,,,,,441,,,,
T-MOTOR,T-Mo--2000,T-Motor,,,,2000,,,,30,,,,,,,,,,,,,,,180,,,,
T-MOTOR,T-Mo--2000,T-Motor,,,,2000,,,,17,,,,,,,,,,,,,,,74,,,,
T-MOTOR,T-Mo--2000,T-Motor,,,,2000,,,,18,,,,,,,,,,,,,,,74,,,,
T-MOTOR,T-Mo--2000,T-Motor,,,,2000,,,,17,,,,,,,,,,,,,,,74,,,,
T-MOTOR,T-Mo--2000,T-Motor,,,,2000,,,,27,,,,,,,,,,,,,,,177,,,,
T-MOTOR,T-Mo--2100,T-Motor,,,,2100,,,,45,,,,,,,,,,,,,,,480,,,,
T-MOTOR,T-Mo--2100,T-Motor,,,,2100,,,,18,,,,,,,,,,,,,,,81,,,,
T-MOTOR,T-Mo--2150,T-Motor,,,,2150,,,,28,,,,,,,,,,,,,,,805,,,,
T-MOTOR,T-Mo--2150,T-Motor,,,,2150,,,,35,,,,,,,,,,,,,,,810,,,,
T-MOTOR,T-Mo--2200,T-Motor,,,,2200,,,,52,,,,,,,,,,,,,,,650,,,,
T-MOTOR,T-Mo--2200,T-Motor,,,,2200,,,,34,,,,,,,,,,,,,,,552,,,,
